SOC,V0
71.0,3.94772827342166
71.1,3.94861045
71.2,3.94952872477454
71.3,3.95041647178362
71.39999999999999,3.95123108219728
71.5,3.9521545519295
71.6,3.95297549939686
71.7,3.95379369524443
71.8,3.95456831909372
71.89999999999999,3.95554925691605
72.0,3.95621999652964
72.1,3.95717404561805
72.2,3.95790331492993
72.3,3.95866138329984
72.39999999999999,3.95954421560927
72.5,3.96031537048243
72.6,3.96114465528527
72.7,3.96200039815695
72.8,3.9627690336066
72.89999999999999,3.96349411286326
73.0,3.96425887247109
73.1,3.96504456621812
73.2,3.96579342761257
73.3,3.96660502937676
73.4,3.96737964414987
73.5,3.96817306092085
73.6,3.9689155356375
73.7,3.9696562143377
73.8,3.97044484409699
73.9,3.97115665974202
74.0,3.97205065712388
74.1,3.97275307941661
74.2,3.97354032365628
74.3,3.97431021660097
74.4,3.97504758841606
74.5,3.97579047002326
74.6,3.97650979974598
74.7,3.97733720234746
74.8,3.97816734780778
74.9,3.97885294771682
75.0,3.97970686724206
75.1,3.98043794145622
75.2,3.98115037454702
75.3,3.98194752538578
75.4,3.9827072850064
75.5,3.98349585673384
75.6,3.9842494348053
75.7,3.98504984470079
75.8,3.98581548861074
75.9,3.98660290038832
76.0,3.9873243212215
76.1,3.9880608417537
76.2,3.98885370125538
76.3,3.98967914251722
76.4,3.99047473795713
76.5,3.99125625288252
76.6,3.9920217445783
76.7,3.99273110339443
76.8,3.99356230223201
76.9,3.99431937823317
77.0,3.99514163933568
77.10000000000001,3.99589936013073
77.2,3.99660927556133
77.3,3.9973626077636
77.4,3.99818851849192
77.5,3.99889460458974
77.60000000000001,3.99970105113016
77.7,4.00051465591534
77.8,4.00125469351848
77.9,4.00203090139886
78.0,4.00278165508941
78.10000000000001,4.00353228485449
78.2,4.00430444335269
78.3,4.00505659117527
78.4,4.00581701062682
78.5,4.00657960778086
78.60000000000001,4.00736996736095
78.7,4.0081271915361
78.8,4.00890706213273
78.9,4.00970850644556
79.0,4.01045924223414
79.10000000000001,4.01116948694912
79.2,4.01189766782371
79.3,4.01271807288496
79.4,4.01343353418094
79.5,4.01423161226162
79.60000000000001,4.01492733467076
79.7,4.01560586861242
79.80000000000001,4.01643006677985
79.9,4.01716469386672
80.0,4.01788542707141
80.10000000000001,4.0185464347372
80.2,4.0192880402992
80.30000000000001,4.02001270182362
80.4,4.02068842195987
80.5,4.02138913889405
80.60000000000001,4.02212505577915
80.7,4.0229257609452
80.80000000000001,4.02355932443594
80.9,4.02427902885061
81.0,4.02492292626675
81.10000000000001,4.02567044140944
81.2,4.02639533031604
81.3,4.02707490529587
81.39999999999999,4.02772464956161
81.5,4.02836777534475
81.6,4.02908496693752
81.69999999999999,4.02976422158922
81.8,4.03044142556356
81.89999999999999,4.0310723443924
82.0,4.03169440256298
82.1,4.03243771898756
82.19999999999999,4.03302494454298
82.3,4.03366777146777
82.39999999999999,4.03429874749836
82.5,4.03489391932592
82.6,4.03551883612405
82.69999999999999,4.0362122191096
82.8,4.03680820753277
82.89999999999999,4.03750100805278
83.0,4.03806997116924
83.1,4.03865414918107
83.2,4.03918156777684
83.3,4.03982944044745
83.39999999999999,4.0402865777514
83.5,4.04102715542332
83.6,4.04155687721088
83.7,4.04212483817966
83.8,4.04272763657456
83.89999999999999,4.04336175779585
84.0,4.04387576357345
84.1,4.04442871599963
84.2,4.04501647328698
84.3,4.0455199011594
84.39999999999999,4.0460346696024
84.5,4.04667559632383
84.6,4.04727896078126
84.7,4.04784601241029
84.8,4.04832953197566
84.89999999999999,4.0488873687278
85.0,4.04944318914578
85.1,4.04999404929226
85.2,4.05055898420495
85.3,4.0511044183552
85.39999999999999,4.0516933258566
85.5,4.05222512183207
85.6,4.05271622495093
85.7,4.05333895857737
85.8,4.0538188303274
85.9,4.05432645953329
86.0,4.0548534408107
86.1,4.05547178818661
86.2,4.05606553128771
86.3,4.05651668999171
86.4,4.05713025163335
86.5,4.0575714092634
86.6,4.05822548783875
86.7,4.05874042700448
86.8,4.05923125131863
86.9,4.05986920874236
87.0,4.06039878566863
87.1,4.06091751774854
87.2,4.06144587706462
87.3,4.06207697066174
87.4,4.06270745765144
87.5,4.06325031232411
87.6,4.06381017744217
87.7,4.06436099761249
87.8,4.06494929400664
87.9,4.06553786977001
88.0,4.06613218098495
88.1,4.06671374501914
88.2,4.06729690684134
88.3,4.06794406877755
88.4,4.06847964938484
88.5,4.06916449685267
88.6,4.06968313115141
88.7,4.07032477956295
88.8,4.07084580312886
88.9,4.07161681866138
89.0,4.07223366476904
89.1,4.07274666355032
89.2,4.07341894660157
89.3,4.07417878784723
89.4,4.07474903768436
89.5,4.07542167216446
89.60000000000001,4.07609671028964
89.7,4.07673480091501
89.8,4.07732148099995
89.9,4.07815062038815
90.0,4.07875334779699
90.10000000000001,4.07952520050779
90.2,4.08016857910245
90.3,4.08086103345401
90.4,4.08159535369326
90.5,4.08232036751551
90.60000000000001,4.0829957706108
90.7,4.08376257018965
90.8,4.08452914775186
90.9,4.08526272642409
91.0,4.08599155029383
91.10000000000001,4.08675497493106
91.2,4.08750604229503
91.3,4.088287707946
91.4,4.08904465576215
91.5,4.08986368366475
91.60000000000001,4.09071739679213
91.7,4.0915324413761
91.8,4.09231514507969
91.9,4.09316027607748
92.0,4.09387684496489
92.10000000000001,4.09472622661553
92.2,4.09567269470406
92.30000000000001,4.09647766825804
92.4,4.09729452801671
92.5,4.09826312691652
92.60000000000001,4.09907324274877
92.7,4.09995398539435
92.80000000000001,4.10093141234707
92.9,4.10178615541674
93.0,4.10274065681697
93.10000000000001,4.10372423100361
93.2,4.10458652295345
93.30000000000001,4.10565565029529
93.4,4.10662836603541
93.5,4.10747227965755
93.60000000000001,4.10854179870321
93.7,4.10949290889122
93.8,4.11055891135587
93.89999999999999,4.11161353680385
94.0,4.11259937406543
94.1,4.11357115323168
94.19999999999999,4.11473210004441
94.3,4.11578196503522
94.39999999999999,4.11685747158176
94.5,4.11792634612549
94.6,4.11899014233496
94.69999999999999,4.12016190877863
94.8,4.12128229765482
94.89999999999999,4.12244364611518
95.0,4.12357317925758
95.1,4.12468965170502
95.19999999999999,4.12588545572477
95.3,4.12707834873995
95.39999999999999,4.12823137593011
95.5,4.12938326038349
95.6,4.13073683896398
95.7,4.13191556926866
95.8,4.13310719886432
95.89999999999999,4.13441343861946
96.0,4.13574365496504
96.1,4.13699442317211
96.2,4.13829768883306
96.3,4.13950663205135
96.39999999999999,4.14094149488252
96.5,4.14217543030346
96.6,4.1434990010364
96.7,4.14487702118504
96.8,4.14630792583113
96.89999999999999,4.14764516452428
97.0,4.14898729222107
97.1,4.15048258513522
97.2,4.1518244994307
97.3,4.15326564710758
97.39999999999999,4.15464926609353
97.5,4.1562047186877
97.6,4.15766146039917
97.7,4.15915265714758
97.8,4.16062899320619
97.89999999999999,4.1621529323557
98.0,4.16361143177675
98.1,4.16515627994751
98.2,4.16675202055631
98.3,4.16829761187503
98.4,4.16986090149723
98.5,4.17144454756857
98.6,4.17300576830729
98.7,4.17462508397071
98.8,4.17625999576123
98.9,4.17794247914702
99.0,4.17955753899997
99.1,4.18123758876763
99.2,4.18289165580781
99.3,4.18463083574419
99.4,4.18639134967428
99.5,4.18806247047093
99.6,4.18979043057945
99.7,4.19160509599098
99.8,4.19340375536568
99.9,4.19533314391872
100.0,4.19772606548603
